pid	color	check	severity	drive	store	detail
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Hunter_Green_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Athletic_Heather_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Asphalt_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_White_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Vintage_Red_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_Back_High_Model.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Vintage_Red_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Athletic_Heather_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Asphalt_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Hunter_Green_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Purple_Storm_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Vintage_Navy_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Asphalt_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Dust_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Vintage_Red_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Cocoa_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Athletic_Heather_Front_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Purple_Storm_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Cocoa_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Dust_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_Side_High_Model.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Cocoa_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_White_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_White_Back_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Dust_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Hunter_Green_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Purple_Storm_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Vintage_Navy_DirectSide_High.jpg" doesn't match pid prefix
4610		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_4610_Black_Front_High_Model.jpg" doesn't match pid prefix
4610	bella + canvas 4610 black	DUPE-DRIVE	medium	2	-	Side: 2 files in Drive — BELLA_+_CANVAS_4610_Black_DirectSide_High.jpg; BELLA_+_CANVAS_4610_Black_Side_High_Model.jpg
4610	bella + canvas 4610 black	DUPE-DRIVE	medium	2	-	Back: 2 files in Drive — BELLA_+_CANVAS_4610_Black_Back_High_Model.jpg; BELLA_+_CANVAS_4610_Black_Back_High.jpg
4610	bella + canvas 4610 black	DUPE-DRIVE	medium	2	-	Front: 2 files in Drive — BELLA_+_CANVAS_4610_Black_Front_High.jpg; BELLA_+_CANVAS_4610_Black_Front_High_Model.jpg
5200		CROSS-POLLUTION	high	1	-	Drive file "3899_fl.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Black_Side_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Red_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Navy_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Safety_Pink_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Sport_Grey_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Black_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Safety_Pink_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Graphite_Heather_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Purple_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Navy_Side_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Red_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_White_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Navy_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Royal_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Black_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Graphite_Heather_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Purple_Side_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Royal_Front_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_White_Side_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Sport_Grey_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_White_Back_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Graphite_Heather_DirectSide_High.jpg" doesn't match pid prefix
5200		CROSS-POLLUTION	high	1	-	Drive file "Gildan_5200_Purple_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Natural_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Turquoise_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Royal_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Tahiti_Blue_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Turquoise_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Tahiti_Blue_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Purple_Rush_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Red_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Royal_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Purple_Rush_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Red_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Heather_Grey_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Kelly_Green_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Indigo_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Maroon_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Natural_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Kelly_Green_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Light_Pink_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Cancun_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Light_Pink_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Heavy_Metal_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Heather_Grey_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Black_DirectSide_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Heavy_Metal_DirectSide_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Midnight_Navy_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Black_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Midnight_Navy_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Hot_Pink_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Cancun_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_White_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_White_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Heavy_Metal_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Hot_Pink_DirectSide_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Maroon_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Black_Back_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Hot_Pink_Front_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_White_DirectSide_High.jpg" doesn't match pid prefix
3900		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3900_Indigo_Back_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Military_Green_Front_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Midnight_Navy_Back_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Black_DirectSide_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Grey_Front_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Grey_Back_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Black_Front_High_Model.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Midnight_Navy_DirectSide_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Military_Green_DirectSide_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Black_Front_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Black_Back_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Grey_DirectSide_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Military_Green_Back_High.jpg" doesn't match pid prefix
9002		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_9002_Heather_Midnight_Navy_Front_High.jpg" doesn't match pid prefix
9002	next level 9002 heather black	DUPE-DRIVE	medium	2	-	Front: 2 files in Drive — Next_Level_9002_Heather_Black_Front_High_Model.jpg; Next_Level_9002_Heather_Black_Front_High.jpg
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Military_Green_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Lilac_DirectSide_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Tahiti_Blue_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Mint_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Hot_Pink_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Red_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Raspberry_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Heather_Grey_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Turquoise_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Red_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Midnight_Navy_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Lilac_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Tahiti_Blue_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Raspberry_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Royal_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Hot_Pink_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Military_Green_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Royal_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Turquoise_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Lilac_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Mint_DirectSide_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Mint_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Cardinal_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Black_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_White_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Heather_Grey_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Desert_Pink_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_White_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Banana_Cream_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Desert_Pink_DirectSide_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Dark_Grey_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Cardinal_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Dark_Grey_Back_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Cardinal_DirectSide_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Black_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Desert_Pink_Front_High.jpg" doesn't match pid prefix
1510		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_1510_Banana_Cream_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Black_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_DirectSide_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Midnight_Navy_DirectSide_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Red_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Red_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_White_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Black_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_White_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_White_DirectSide_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Desert_Pink_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Desert_Pink_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_Back_High_Model.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_Front_High_Model.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_Side_High_Model.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Heather_Grey_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Midnight_Navy_Back_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Midnight_Navy_Front_High.jpg" doesn't match pid prefix
3911		CROSS-POLLUTION	high	1	-	Drive file "Next_Level_3911_Black_DirectSide_High.jpg" doesn't match pid prefix
3911	next level 3911 heather grey	DUPE-DRIVE	medium	2	-	Side: 2 files in Drive — Next_Level_3911_Heather_Grey_DirectSide_High.jpg; Next_Level_3911_Heather_Grey_Side_High_Model.jpg
3911	next level 3911 heather grey	DUPE-DRIVE	medium	2	-	Back: 2 files in Drive — Next_Level_3911_Heather_Grey_Back_High.jpg; Next_Level_3911_Heather_Grey_Back_High_Model.jpg
3911	next level 3911 heather grey	DUPE-DRIVE	medium	2	-	Front: 2 files in Drive — Next_Level_3911_Heather_Grey_Front_High_Model.jpg; Next_Level_3911_Heather_Grey_Front_High.jpg
168	Black	STORE-DRIFT	medium	2	3	Side: expected 2, store has 3
168	Black/ Camo/ Loden	STORE-DRIFT	medium	2	3	Side: expected 2, store has 3
168	Red/ Black	STORE-DRIFT	medium	2	3	Side: expected 2, store has 3
168	Royal/ Black	STORE-DRIFT	medium	2	3	Side: expected 2, store has 3
A704		CROSS-POLLUTION	high	1	-	Drive file "Screenshot 2026-04-24 103950.png" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Orange_Front_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Sand_Back_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_White_Back_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Heather_Grey_Back_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Black_Back_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Black_Front_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Sand_Front_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Heather_Grey_Front_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_Orange_Back_High.jpg" doesn't match pid prefix
1304		CROSS-POLLUTION	high	1	-	Drive file "American_Apparel_1304_White_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Cardinal_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_White_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Asphalt_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Navy_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Natural_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_White_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Forest_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Black_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Natural_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Cardinal_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Black_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Asphalt_Front_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Forest_Back_High.jpg" doesn't match pid prefix
3001		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3001_Navy_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Navy_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Natural_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Athletic_Heather_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Maroon_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Athletic_Heather_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_White_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Natural_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Brown_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Black_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_White_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Navy_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Dark_Grey_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Brown_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Navy_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Toast_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Black_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Natural_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Dark_Grey_DirectSide_High.jpg" doesn't match pid prefix
